Monday, 0, 47, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 10, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 12, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 13, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 21, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 23, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 30, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 35, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 3, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 26, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 30, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 32, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 42, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 52, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 12, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 23, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 32, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 34, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 35, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 42, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 52, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 0, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 3, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 15, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 17, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 19, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 23, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 35, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 57, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 4, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 9, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 11, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 30, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 40, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 15, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 18, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 26, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 35, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 59, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 7, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 28, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 44, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 58, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 59, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 15, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 40, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 44, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 58, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 9, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 19, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 23, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 30, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 40, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 43, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 2, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 7, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 13, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 17, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 18, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 20, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 23, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 25, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 30, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 59, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 0, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 3, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 17, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 30, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 52, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 19, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 22, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 57, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 4, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 11, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 17, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 18, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 22, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 23, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 47, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 52, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 18, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 22, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 23, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 42, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 3, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 7, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 20, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 29, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 47, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 48, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 54, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 10, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 13, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 21, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 29, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 31, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 47, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 52, Indoor_Motion, Contact, CLOSED
Monday, 7, 59, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 59, 58, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 1, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 2, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 8, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 12, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 14, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 15, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 22, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 23, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 29, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 33, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 37, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 40, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 41, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 46, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 47, Indoor_Motion, Contact, OPEN
Monday, 8, 0, 48, Indoor_Motion, Contact, CLOSED
Monday, 8, 0, 49, Indoor_Motion, Contact, OPEN
