Monday, 0, 42, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 22, Indoor_Motion, Contact, CLOSED
Monday, 7, 33, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 33, 35, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 33, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 33, 45, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 33, 54, Indoor_Motion, Contact, OPEN
Monday, 7, 33, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 2, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 4, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 15, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 41, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 34, 53, Indoor_Motion, Contact, OPEN
Monday, 7, 34, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 35, 18, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 35, 22, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 23, Indoor_Motion, Contact, OPEN
Monday, 7, 35, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 35, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 53, Indoor_Motion, Contact, OPEN
Monday, 7, 35, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 35, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 4, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 44, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 36, 53, Indoor_Motion, Contact, OPEN
Monday, 7, 36, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 10, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 13, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 17, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 35, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 37, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 37, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 15, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 20, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 26, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 33, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 34, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 35, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 38, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 38, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 22, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 27, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 37, Outdoor_Motion, Contact, OPEN
Monday, 7, 39, 42, Outdoor_Motion, Contact, CLOSED
Monday, 7, 39, 44, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 47, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 39, 53, Indoor_Motion, Contact, OPEN
Monday, 7, 39, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 4, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 15, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 22, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 38, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 40, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 44, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 53, Indoor_Motion, Contact, OPEN
Monday, 7, 40, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 40, 57, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 2, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 28, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 43, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 41, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 41, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 7, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 9, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 30, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 52, Indoor_Motion, Contact, CLOSED
Monday, 7, 42, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 42, 58, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 15, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 20, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 35, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 43, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 45, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 49, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 52, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 43, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 43, 59, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 7, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 20, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 28, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 32, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 43, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 52, Indoor_Motion, Contact, CLOSED
Monday, 7, 44, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 44, 58, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 12, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 15, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 18, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 39, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 42, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 45, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 45, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 0, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 4, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 6, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 12, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 16, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 23, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 28, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 31, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 46, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 46, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 9, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 40, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 42, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 44, Indoor_Motion, Contact, CLOSED
Monday, 7, 47, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 47, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 2, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 4, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 10, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 13, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 15, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 24, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 38, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 47, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 52, Indoor_Motion, Contact, CLOSED
Monday, 7, 48, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 48, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 8, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 11, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 21, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 31, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 34, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 49, 54, Indoor_Motion, Contact, OPEN
Monday, 7, 49, 59, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 5, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 14, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 29, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 31, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 37, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 38, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 50, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 50, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 25, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 29, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 32, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 43, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 48, Indoor_Motion, Contact, OPEN
Monday, 7, 51, 53, Indoor_Motion, Contact, CLOSED
Monday, 7, 51, 55, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 11, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 30, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 35, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 40, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 52, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 52, 58, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 3, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 10, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 15, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 20, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 35, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 47, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 51, Indoor_Motion, Contact, CLOSED
Monday, 7, 53, 54, Indoor_Motion, Contact, OPEN
Monday, 7, 53, 56, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 2, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 6, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 9, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 22, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 24, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 33, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 39, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 42, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 44, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 50, Indoor_Motion, Contact, OPEN
Monday, 7, 54, 55, Indoor_Motion, Contact, CLOSED
Monday, 7, 54, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 2, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 11, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 13, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 17, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 27, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 28, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 32, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 36, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 38, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 40, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 51, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 55, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 56, Indoor_Motion, Contact, OPEN
Monday, 7, 55, 58, Indoor_Motion, Contact, CLOSED
Monday, 7, 55, 59, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 0, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 1, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 5, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 16, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 18, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 19, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 32, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 34, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 41, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 45, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 46, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 48, Indoor_Motion, Contact, CLOSED
Monday, 7, 56, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 56, 54, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 9, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 10, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 13, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 14, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 16, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 21, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 22, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 26, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 36, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 37, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 44, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 46, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 49, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 50, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 52, Indoor_Motion, Contact, OPEN
Monday, 7, 57, 57, Indoor_Motion, Contact, CLOSED
Monday, 7, 57, 58, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 1, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 3, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 4, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 7, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 8, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 11, Indoor_Motion, Contact, OPEN
Monday, 7, 58, 16, Indoor_Motion, Contact, CLOSED
Monday, 7, 58, 20, Indoor_Motion, Contact, OPEN
